ChangeID,EmployeeID,ChangeDate,OldSalary,NewSalary,Reason
COMP-1360,PNR-1587,20-09-2023,72940,83151,Promotion
COMP-1361,PNR-1589,08-04-2024,107019,119861,Promotion
COMP-1362,PNR-1589,20-02-2025,119861,133045,Promotion
COMP-1363,PNR-1589,24-02-2026,133045,145019,Merit
COMP-1364,PNR-1590,03-05-2019,61251,66763,Merit
COMP-1365,PNR-1590,16-05-2020,66763,76109,Promotion
COMP-1366,PNR-1590,23-03-2021,76109,84480,Merit
COMP-1367,PNR-1591,07-09-2025,60552,69634,Promotion
COMP-1368,PNR-1592,06-01-2024,65985,71263,Promotion
COMP-1369,PNR-1592,26-01-2025,71263,74826,Promotion
COMP-1370,PNR-1592,25-02-2026,74826,82308,Promotion
COMP-1371,PNR-1593,24-04-2021,97297,103134,Merit
COMP-1372,PNR-1593,15-03-2022,103134,110353,Merit
COMP-1373,PNR-1593,29-01-2023,110353,116974,Merit
COMP-1374,PNR-1593,07-12-2023,116974,132180,Merit
COMP-1375,PNR-1594,03-11-2023,52584,56264,Merit
COMP-1376,PNR-1594,10-10-2024,56264,59639,Promotion
COMP-1377,PNR-1594,08-10-2025,59639,67988,Merit
COMP-1378,PNR-1595,11-10-2025,65492,74005,Merit
COMP-1379,PNR-1596,11-07-2019,62635,70777,Merit
COMP-1380,PNR-1596,02-07-2020,70777,77854,Promotion
COMP-1381,PNR-1596,25-05-2021,77854,87975,Merit
COMP-1382,PNR-1598,02-11-2022,50434,56486,Promotion
COMP-1383,PNR-1598,22-10-2023,56486,62699,Promotion
COMP-1384,PNR-1598,29-10-2024,62699,70849,Promotion
COMP-1385,PNR-1599,25-02-2020,63844,67674,Merit
COMP-1386,PNR-1599,22-12-2020,67674,77148,Merit
COMP-1387,PNR-1599,22-10-2021,77148,81005,Promotion
COMP-1388,PNR-1600,29-10-2022,98912,109792,Merit
COMP-1389,PNR-1600,30-08-2023,109792,122967,Promotion
COMP-1390,PNR-1600,28-06-2024,122967,134034,Merit
COMP-1391,PNR-1601,20-04-2025,129968,141665,Merit
COMP-1392,PNR-1601,02-04-2026,141665,155831,Merit
COMP-1393,PNR-1602,10-06-2020,61804,67984,Merit
COMP-1394,PNR-1602,10-07-2021,67984,74782,Promotion
COMP-1395,PNR-1602,04-08-2022,74782,79268,Promotion
COMP-1396,PNR-1603,08-11-2025,105239,114710,Promotion
COMP-1397,PNR-1604,12-07-2023,53779,61308,Merit
COMP-1398,PNR-1604,15-05-2024,61308,65599,Promotion
COMP-1399,PNR-1604,15-05-2025,65599,71502,Merit
COMP-1400,PNR-1605,27-06-2020,44278,48705,Merit
COMP-1401,PNR-1605,27-05-2021,48705,51627,Merit
COMP-1402,PNR-1605,12-06-2022,51627,54208,Promotion
COMP-1403,PNR-1605,29-04-2023,54208,60712,Promotion
COMP-1404,PNR-1606,23-02-2025,47339,53019,Merit
COMP-1405,PNR-1606,08-03-2026,53019,57790,Promotion
COMP-1406,PNR-1607,07-06-2026,58998,66667,Merit
COMP-1407,PNR-1608,27-04-2022,125175,137692,Merit
COMP-1408,PNR-1608,05-05-2023,137692,147330,Merit
COMP-1409,PNR-1608,10-05-2024,147330,154696,Merit
COMP-1410,PNR-1608,10-04-2025,154696,168618,Promotion
COMP-1411,PNR-1609,31-01-2026,119475,125448,Promotion
COMP-1412,PNR-1610,08-05-2021,51089,57219,Merit
COMP-1413,PNR-1610,04-06-2022,57219,60079,Merit
COMP-1414,PNR-1610,27-04-2023,60079,69090,Promotion
COMP-1415,PNR-1611,05-05-2024,124497,133211,Merit
COMP-1416,PNR-1611,05-05-2025,133211,147864,Merit
COMP-1417,PNR-1611,09-03-2026,147864,164129,Merit
COMP-1418,PNR-1612,23-11-2022,48124,51492,Promotion
COMP-1419,PNR-1612,27-09-2023,51492,56641,Promotion
COMP-1420,PNR-1612,07-08-2024,56641,61738,Merit
COMP-1421,PNR-1614,13-06-2024,44873,47565,Promotion
COMP-1422,PNR-1614,19-04-2025,47565,51370,Merit
COMP-1423,PNR-1614,25-04-2026,51370,55479,Promotion
COMP-1424,PNR-1615,29-10-2024,64196,71899,Promotion
COMP-1425,PNR-1615,21-10-2025,71899,78369,Promotion
COMP-1426,PNR-1616,01-05-2021,49536,56966,Promotion
COMP-1427,PNR-1616,14-03-2022,56966,62092,Promotion
COMP-1428,PNR-1617,23-09-2022,67980,72738,Promotion
COMP-1429,PNR-1617,01-10-2023,72738,77829,Merit
COMP-1430,PNR-1617,17-08-2024,77829,88725,Merit
COMP-1431,PNR-1618,05-08-2022,134928,153817,Merit
COMP-1432,PNR-1618,18-06-2023,153817,169198,Promotion
COMP-1433,PNR-1619,08-08-2019,107400,117066,Promotion
COMP-1434,PNR-1619,20-07-2020,117066,125260,Promotion
COMP-1435,PNR-1619,23-06-2021,125260,137786,Promotion
COMP-1436,PNR-1620,07-11-2019,56472,64942,Merit
COMP-1437,PNR-1620,20-09-2020,64942,70786,Merit
COMP-1438,PNR-1621,12-04-2025,59176,64501,Promotion
COMP-1439,PNR-1621,15-03-2026,64501,70951,Merit
COMP-1440,PNR-1622,10-10-2020,96580,106238,Merit
COMP-1441,PNR-1622,27-09-2021,106238,115799,Promotion
COMP-1442,PNR-1622,07-09-2022,115799,130852,Merit
COMP-1443,PNR-1623,12-05-2025,65936,75826,Merit
COMP-1444,PNR-1623,01-06-2026,75826,84925,Merit
COMP-1445,PNR-1624,22-03-2026,107843,117548,Merit
COMP-1446,PNR-1625,23-06-2023,47395,52608,Promotion
COMP-1447,PNR-1625,25-06-2024,52608,59973,Merit
COMP-1448,PNR-1626,26-06-2020,51284,55899,Merit
COMP-1449,PNR-1626,20-06-2021,55899,63724,Merit
COMP-1450,PNR-1626,13-05-2022,63724,72645,Promotion
COMP-1451,PNR-1627,04-03-2025,48132,54389,Merit
COMP-1452,PNR-1627,24-03-2026,54389,59284,Merit
COMP-1453,PNR-1628,10-01-2024,60223,66847,Promotion
COMP-1454,PNR-1628,23-01-2025,66847,72863,Merit
COMP-1455,PNR-1628,28-11-2025,72863,83063,Promotion
COMP-1456,PNR-1629,17-04-2026,54191,61777,Promotion
COMP-1457,PNR-1630,19-03-2025,66441,76407,Promotion
COMP-1458,PNR-1630,05-02-2026,76407,87103,Merit
COMP-1459,PNR-1631,16-08-2021,95944,106497,Promotion
COMP-1460,PNR-1631,09-09-2022,106497,115016,Merit
COMP-1461,PNR-1631,10-07-2023,115016,126517,Merit
COMP-1462,PNR-1632,24-09-2025,52641,57905,Merit
COMP-1463,PNR-1634,23-11-2024,56443,63216,Merit
COMP-1464,PNR-1634,29-09-2025,63216,70169,Promotion
COMP-1465,PNR-1635,25-11-2020,63351,70953,Merit
COMP-1466,PNR-1635,29-10-2021,70953,75919,Merit
COMP-1467,PNR-1635,29-09-2022,75919,86547,Promotion
COMP-1468,PNR-1636,23-01-2025,45384,48560,Promotion
COMP-1469,PNR-1636,10-01-2026,48560,51473,Promotion
COMP-1470,PNR-1637,24-11-2019,52881,57640,Promotion
COMP-1471,PNR-1637,26-09-2020,57640,65133,Promotion
COMP-1472,PNR-1637,10-08-2021,65133,72297,Merit
COMP-1473,PNR-1638,14-08-2019,108366,123537,Merit
COMP-1474,PNR-1638,04-08-2020,123537,139596,Promotion
COMP-1475,PNR-1639,22-09-2025,58653,63931,Merit
COMP-1476,PNR-1640,30-04-2023,98301,109114,Promotion
COMP-1477,PNR-1640,30-05-2024,109114,120025,Merit
COMP-1478,PNR-1640,28-03-2025,120025,132027,Promotion
COMP-1479,PNR-1641,13-01-2023,55528,63301,Merit
COMP-1480,PNR-1641,11-12-2023,63301,69631,Merit
COMP-1481,PNR-1643,02-01-2025,61422,66335,Merit
COMP-1482,PNR-1643,07-01-2026,66335,74958,Promotion
COMP-1483,PNR-1644,13-06-2025,56804,60212,Promotion
COMP-1484,PNR-1644,05-05-2026,60212,69243,Merit
COMP-1485,PNR-1645,20-06-2022,130393,146040,Merit
COMP-1486,PNR-1645,26-05-2023,146040,163564,Promotion
COMP-1487,PNR-1646,18-09-2021,60780,67465,Promotion
COMP-1488,PNR-1646,26-09-2022,67465,76235,Merit
COMP-1489,PNR-1647,23-09-2019,56008,58808,Promotion
COMP-1490,PNR-1647,06-09-2020,58808,64688,Merit
COMP-1491,PNR-1647,24-09-2021,64688,73097,Promotion
COMP-1492,PNR-1648,08-04-2022,46917,52547,Promotion
COMP-1493,PNR-1648,14-04-2023,52547,56750,Merit
COMP-1494,PNR-1648,28-02-2024,56750,64695,Merit
COMP-1495,PNR-1649,16-07-2019,116046,126490,Merit
COMP-1496,PNR-1649,19-06-2020,126490,136609,Promotion
COMP-1497,PNR-1649,03-07-2021,136609,146171,Merit
COMP-1498,PNR-1650,25-12-2018,60681,66142,Promotion
COMP-1499,PNR-1650,01-11-2019,66142,76063,Merit
COMP-1500,PNR-1651,13-02-2026,56682,61216,Promotion
COMP-1501,PNR-1652,04-07-2021,142595,151150,Promotion
COMP-1502,PNR-1652,22-07-2022,151150,172311,Promotion
COMP-1503,PNR-1652,25-08-2023,172311,191265,Promotion
COMP-1504,PNR-1653,26-06-2025,49248,54172,Merit
COMP-1505,PNR-1653,22-04-2026,54172,59589,Merit
COMP-1506,PNR-1654,03-02-2024,141534,155687,Merit
COMP-1507,PNR-1654,10-02-2025,155687,171255,Promotion
COMP-1508,PNR-1654,07-02-2026,171255,179817,Merit
COMP-1509,PNR-1655,19-01-2020,48523,51919,Promotion
COMP-1510,PNR-1655,05-12-2020,51919,57110,Promotion
COMP-1511,PNR-1655,07-10-2021,57110,61107,Promotion
COMP-1512,PNR-1657,01-02-2022,86764,94572,Merit
COMP-1513,PNR-1657,25-12-2022,94572,101192,Promotion
COMP-1514,PNR-1657,12-01-2024,101192,110299,Promotion
COMP-1515,PNR-1658,28-12-2024,76461,83342,Merit
COMP-1516,PNR-1658,28-01-2026,83342,92509,Merit
COMP-1517,PNR-1659,02-06-2024,46576,50767,Promotion
COMP-1518,PNR-1659,27-06-2025,50767,54320,Promotion
COMP-1519,PNR-1659,24-04-2026,54320,58665,Promotion
COMP-1520,PNR-1661,22-10-2025,63212,72693,Promotion
COMP-1521,PNR-1662,31-12-2020,60060,67867,Promotion
COMP-1522,PNR-1662,08-01-2022,67867,75332,Promotion
COMP-1523,PNR-1663,07-10-2020,49738,52722,Merit
COMP-1524,PNR-1663,22-08-2021,52722,59048,Merit
COMP-1525,PNR-1663,08-07-2022,59048,62590,Merit
COMP-1526,PNR-1664,08-03-2021,47506,49881,Merit
COMP-1527,PNR-1664,28-01-2022,49881,52873,Promotion
COMP-1528,PNR-1664,28-02-2023,52873,60275,Merit
COMP-1529,PNR-1665,16-11-2025,61718,65421,Merit
COMP-1530,PNR-1666,16-06-2024,67491,72890,Merit
COMP-1531,PNR-1666,13-06-2025,72890,77992,Merit
COMP-1532,PNR-1666,19-04-2026,77992,85791,Promotion
COMP-1533,PNR-1667,14-04-2019,129104,138141,Promotion
COMP-1534,PNR-1667,25-02-2020,138141,153336,Promotion
COMP-1535,PNR-1667,30-03-2021,153336,173269,Promotion
COMP-1536,PNR-1668,12-03-2019,51359,57008,Promotion
COMP-1537,PNR-1668,11-03-2020,57008,59858,Merit
COMP-1538,PNR-1668,10-04-2021,59858,62850,Merit
COMP-1539,PNR-1668,02-05-2022,62850,67878,Merit
COMP-1540,PNR-1669,10-07-2019,52461,58231,Merit
COMP-1541,PNR-1669,16-07-2020,58231,64054,Merit
COMP-1542,PNR-1669,12-07-2021,64054,73021,Promotion
COMP-1543,PNR-1670,08-04-2021,58452,63712,Merit
COMP-1544,PNR-1670,25-04-2022,63712,71357,Promotion
COMP-1545,PNR-1670,22-02-2023,71357,79919,Promotion
COMP-1546,PNR-1671,20-02-2025,44508,49848,Promotion
COMP-1547,PNR-1671,26-02-2026,49848,54334,Promotion
COMP-1548,PNR-1672,16-11-2019,44301,50503,Promotion
COMP-1549,PNR-1672,26-09-2020,50503,54543,Promotion
COMP-1550,PNR-1672,30-09-2021,54543,58906,Promotion
COMP-1551,PNR-1674,24-01-2022,105874,112226,Merit
COMP-1552,PNR-1674,27-02-2023,112226,118959,Promotion
COMP-1553,PNR-1674,28-02-2024,118959,136802,Merit
COMP-1554,PNR-1675,28-11-2021,62620,70134,Merit
COMP-1555,PNR-1675,05-10-2022,70134,77848,Merit
COMP-1556,PNR-1675,01-11-2023,77848,82518,Merit
COMP-1557,PNR-1676,02-06-2019,58422,63679,Merit
COMP-1558,PNR-1676,02-04-2020,63679,68773,Merit
COMP-1559,PNR-1676,28-01-2021,68773,77713,Promotion
COMP-1560,PNR-1678,16-01-2024,65205,72377,Promotion
COMP-1561,PNR-1678,08-12-2024,72377,78890,Merit
COMP-1562,PNR-1678,03-12-2025,78890,90723,Promotion
COMP-1563,PNR-1679,08-03-2019,77087,83253,Promotion
COMP-1564,PNR-1679,10-04-2020,83253,95740,Merit
COMP-1565,PNR-1679,27-02-2021,95740,101484,Promotion
COMP-1566,PNR-1680,06-01-2023,49510,53965,Promotion
COMP-1567,PNR-1680,12-01-2024,53965,59361,Promotion
COMP-1568,PNR-1680,07-12-2024,59361,62922,Merit
COMP-1569,PNR-1681,25-04-2020,49914,54406,Merit
COMP-1570,PNR-1681,13-03-2021,54406,59846,Promotion
COMP-1571,PNR-1681,20-03-2022,59846,64035,Merit
COMP-1572,PNR-1682,23-07-2020,60473,68939,Merit
COMP-1573,PNR-1682,23-08-2021,68939,79279,Merit
COMP-1574,PNR-1683,28-11-2020,110634,117272,Merit
COMP-1575,PNR-1683,25-09-2021,117272,126653,Promotion
COMP-1576,PNR-1683,04-08-2022,126653,140584,Merit
COMP-1577,PNR-1684,11-10-2019,125802,143414,Promotion
COMP-1578,PNR-1684,01-09-2020,143414,153452,Promotion
COMP-1579,PNR-1684,14-08-2021,153452,171866,Merit
COMP-1580,PNR-1685,13-06-2021,50100,53106,Merit
COMP-1581,PNR-1685,12-06-2022,53106,55761,Promotion
COMP-1582,PNR-1685,19-06-2023,55761,61337,Merit
COMP-1583,PNR-1685,16-05-2024,61337,66857,Promotion
COMP-1584,PNR-1686,11-04-2025,64372,73384,Merit
COMP-1585,PNR-1686,23-04-2026,73384,81456,Merit
COMP-1586,PNR-1687,13-11-2021,57476,63798,Promotion
COMP-1587,PNR-1687,31-10-2022,63798,70177,Promotion
COMP-1588,PNR-1687,02-11-2023,70177,76492,Promotion
COMP-1589,PNR-1688,29-03-2022,66878,74903,Promotion
COMP-1590,PNR-1688,07-04-2023,74903,83891,Merit
COMP-1591,PNR-1689,30-05-2026,60936,68857,Merit
COMP-1592,PNR-1690,28-06-2020,56386,63716,Promotion
COMP-1593,PNR-1690,04-07-2021,63716,73273,Promotion
COMP-1594,PNR-1691,15-04-2022,55256,60781,Promotion
COMP-1595,PNR-1691,10-02-2023,60781,68682,Merit
COMP-1596,PNR-1691,13-01-2024,68682,74176,Merit
COMP-1597,PNR-1692,05-05-2020,54265,60776,Promotion
COMP-1598,PNR-1692,23-03-2021,60776,66245,Merit
COMP-1599,PNR-1692,08-02-2022,66245,75519,Promotion
COMP-1600,PNR-1693,19-02-2023,53804,58108,Promotion
COMP-1601,PNR-1693,20-01-2024,58108,65080,Promotion
COMP-1602,PNR-1693,27-01-2025,65080,72238,Merit
COMP-1603,PNR-1694,31-10-2023,141893,153244,Merit
COMP-1604,PNR-1694,19-10-2024,153244,170100,Merit
COMP-1605,PNR-1694,17-09-2025,170100,193914,Promotion
COMP-1606,PNR-1695,30-05-2020,59419,62389,Merit
COMP-1607,PNR-1695,17-06-2021,62389,71123,Promotion
COMP-1608,PNR-1695,22-06-2022,71123,76812,Promotion
COMP-1609,PNR-1696,28-02-2024,67378,73442,Promotion
COMP-1610,PNR-1696,20-03-2025,73442,84458,Merit
COMP-1611,PNR-1697,24-07-2021,66584,74574,Promotion
COMP-1612,PNR-1697,23-05-2022,74574,79794,Merit
COMP-1613,PNR-1697,05-06-2023,79794,88571,Promotion
COMP-1614,PNR-1698,27-01-2025,48709,55041,Promotion
COMP-1615,PNR-1698,15-12-2025,55041,59444,Promotion
COMP-1616,PNR-1699,02-12-2019,111083,125523,Promotion
COMP-1617,PNR-1699,14-10-2020,125523,140585,Promotion
COMP-1618,PNR-1700,12-05-2020,50434,53460,Merit
COMP-1619,PNR-1700,30-03-2021,53460,57736,Merit
COMP-1620,PNR-1700,26-04-2022,57736,63509,Merit
COMP-1621,PNR-1701,31-01-2025,65306,69224,Merit
COMP-1622,PNR-1701,29-01-2026,69224,75454,Promotion
COMP-1623,PNR-1702,17-02-2026,103826,117323,Merit
COMP-1624,PNR-1703,23-10-2021,56310,61377,Merit
COMP-1625,PNR-1703,18-11-2022,61377,68128,Promotion
COMP-1626,PNR-1703,09-10-2023,68128,74940,Promotion
COMP-1627,PNR-1704,28-01-2025,46873,49685,Promotion
COMP-1628,PNR-1704,16-02-2026,49685,56144,Promotion
COMP-1629,PNR-1705,17-03-2024,49144,55041,Promotion
COMP-1630,PNR-1705,02-03-2025,55041,62196,Merit
COMP-1631,PNR-1706,06-01-2020,56268,61894,Promotion
COMP-1632,PNR-1706,31-01-2021,61894,69940,Merit
COMP-1633,PNR-1706,27-02-2022,69940,79731,Merit
COMP-1634,PNR-1707,30-09-2019,129633,147781,Merit
COMP-1635,PNR-1707,28-10-2020,147781,159603,Merit
COMP-1636,PNR-1707,07-11-2021,159603,169179,Promotion
COMP-1637,PNR-1708,28-05-2024,127310,142587,Promotion
COMP-1638,PNR-1708,12-05-2025,142587,161123,Promotion
COMP-1639,PNR-1709,27-10-2021,100269,108290,Merit
COMP-1640,PNR-1709,02-10-2022,108290,118036,Promotion
COMP-1641,PNR-1709,31-10-2023,118036,134561,Merit
COMP-1642,PNR-1711,21-08-2019,53484,59367,Merit
COMP-1643,PNR-1711,19-07-2020,59367,65897,Promotion
COMP-1644,PNR-1711,19-07-2021,65897,70509,Merit
COMP-1645,PNR-1712,19-09-2022,54266,58064,Promotion
COMP-1646,PNR-1712,31-08-2023,58064,62709,Promotion
COMP-1647,PNR-1712,30-06-2024,62709,72115,Merit
COMP-1648,PNR-1713,22-01-2021,67684,73775,Promotion
COMP-1649,PNR-1713,15-01-2022,73775,78939,Merit
COMP-1650,PNR-1713,31-12-2022,78939,85254,Merit
COMP-1651,PNR-1714,25-05-2021,114109,125519,Merit
COMP-1652,PNR-1714,23-06-2022,125519,144346,Promotion
COMP-1653,PNR-1715,17-02-2020,44646,49110,Merit
COMP-1654,PNR-1715,18-01-2021,49110,52547,Merit
COMP-1655,PNR-1715,30-11-2021,52547,56225,Merit
COMP-1656,PNR-1716,22-05-2025,60006,66006,Promotion
COMP-1657,PNR-1716,14-06-2026,66006,70626,Promotion
COMP-1658,PNR-1717,06-11-2024,118296,128942,Merit
COMP-1659,PNR-1717,07-10-2025,128942,137967,Promotion
COMP-1660,PNR-1718,25-10-2019,60703,69808,Merit
COMP-1661,PNR-1718,05-10-2020,69808,75392,Promotion
COMP-1662,PNR-1718,18-10-2021,75392,82931,Merit
COMP-1663,PNR-1719,27-03-2025,97591,108326,Promotion
COMP-1664,PNR-1719,05-03-2026,108326,121325,Promotion
COMP-1665,PNR-1720,23-05-2024,58480,61404,Promotion
COMP-1666,PNR-1720,24-05-2025,61404,66930,Merit
COMP-1667,PNR-1720,10-06-2026,66930,72284,Promotion
COMP-1668,PNR-1721,25-08-2020,59142,65056,Merit
COMP-1669,PNR-1721,21-07-2021,65056,72212,Promotion
COMP-1670,PNR-1721,24-05-2022,72212,83043,Merit
COMP-1671,PNR-1722,15-10-2019,56070,59434,Merit
COMP-1672,PNR-1722,30-08-2020,59434,64783,Promotion
COMP-1673,PNR-1722,23-07-2021,64783,69317,Merit
COMP-1674,PNR-1722,29-05-2022,69317,77635,Merit
COMP-1675,PNR-1723,10-06-2026,50682,54736,Merit
COMP-1676,PNR-1724,26-07-2020,51665,54764,Promotion
COMP-1677,PNR-1724,22-07-2021,54764,60240,Merit
COMP-1678,PNR-1724,21-05-2022,60240,68673,Promotion
COMP-1679,PNR-1725,24-07-2020,97572,110256,Promotion
COMP-1680,PNR-1725,11-07-2021,110256,115768,Promotion
COMP-1681,PNR-1725,25-07-2022,115768,127344,Promotion
COMP-1682,PNR-1726,03-01-2021,61658,65974,Promotion
COMP-1683,PNR-1726,06-12-2021,65974,72571,Promotion
COMP-1684,PNR-1726,26-11-2022,72571,78376,Promotion
COMP-1685,PNR-1727,06-02-2023,61608,70849,Merit
COMP-1686,PNR-1727,18-01-2024,70849,80059,Promotion
COMP-1687,PNR-1728,12-07-2025,48259,52602,Promotion
COMP-1688,PNR-1728,27-06-2026,52602,58388,Merit
COMP-1689,PNR-1730,31-08-2023,109149,120063,Promotion
COMP-1690,PNR-1730,27-06-2024,120063,128467,Merit
COMP-1691,PNR-1730,28-06-2025,128467,141313,Promotion
COMP-1692,PNR-1731,17-07-2022,63709,66894,Merit
COMP-1693,PNR-1731,21-08-2023,66894,76259,Merit
COMP-1694,PNR-1731,12-09-2024,76259,86172,Merit
COMP-1695,PNR-1732,11-10-2024,50050,54554,Merit
COMP-1696,PNR-1732,26-10-2025,54554,59463,Promotion
COMP-1697,PNR-1733,12-01-2026,52594,58379,Promotion
COMP-1698,PNR-1734,27-03-2025,53248,57507,Promotion
COMP-1699,PNR-1734,16-04-2026,57507,61532,Promotion
COMP-1700,PNR-1735,02-01-2021,64628,69798,Merit
COMP-1701,PNR-1735,28-12-2021,69798,79569,Promotion
COMP-1702,PNR-1735,26-10-2022,79569,88321,Merit
COMP-1703,PNR-1736,29-09-2019,65364,71900,Merit
COMP-1704,PNR-1736,29-07-2020,71900,79090,Promotion
COMP-1705,PNR-1736,01-07-2021,79090,83835,Merit
COMP-1706,PNR-1737,17-03-2022,45617,48354,Promotion
COMP-1707,PNR-1737,15-03-2023,48354,54640,Promotion
COMP-1708,PNR-1737,07-03-2024,54640,62289,Merit
COMP-1709,PNR-1738,21-08-2022,106507,112897,Merit
COMP-1710,PNR-1738,27-07-2023,112897,126444,Merit
COMP-1711,PNR-1738,22-07-2024,126444,137823,Promotion
COMP-1712,PNR-1740,05-06-2023,117360,130269,Promotion
COMP-1713,PNR-1740,09-07-2024,130269,143295,Promotion
COMP-1714,PNR-1740,20-06-2025,143295,163356,Merit
COMP-1715,PNR-1741,13-07-2021,53454,57195,Promotion
COMP-1716,PNR-1741,17-06-2022,57195,64058,Merit
COMP-1717,PNR-1741,13-04-2023,64058,72385,Promotion
COMP-1718,PNR-1742,19-03-2021,55316,58634,Promotion
COMP-1719,PNR-1742,20-01-2022,58634,62152,Merit
COMP-1720,PNR-1742,16-11-2022,62152,66502,Promotion
COMP-1721,PNR-1742,25-11-2023,66502,73152,Promotion
COMP-1722,PNR-1743,03-10-2020,56309,61939,Merit
COMP-1723,PNR-1743,07-08-2021,61939,66274,Promotion
COMP-1724,PNR-1743,18-08-2022,66274,74889,Merit
COMP-1725,PNR-1745,23-05-2019,51751,56408,Promotion
COMP-1726,PNR-1745,17-04-2020,56408,62612,Promotion
COMP-1727,PNR-1745,26-04-2021,62612,70125,Promotion
COMP-1728,PNR-1746,12-11-2023,113006,124306,Merit
COMP-1729,PNR-1746,01-12-2024,124306,142951,Promotion
COMP-1730,PNR-1747,29-10-2021,67623,76413,Merit
COMP-1731,PNR-1747,15-09-2022,76413,86346,Promotion
COMP-1732,PNR-1748,30-08-2023,65212,71081,Merit
COMP-1733,PNR-1748,17-09-2024,71081,79610,Promotion
COMP-1734,PNR-1748,30-07-2025,79610,84386,Merit
COMP-1735,PNR-1749,25-11-2019,64298,73299,Merit
COMP-1736,PNR-1749,24-11-2020,73299,78429,Merit
COMP-1737,PNR-1749,17-12-2021,78429,83134,Merit
COMP-1738,PNR-1750,27-07-2019,89813,99692,Promotion
COMP-1739,PNR-1750,11-07-2020,99692,109661,Merit
COMP-1740,PNR-1750,14-07-2021,109661,126110,Merit
COMP-1741,PNR-1751,21-03-2023,52705,56921,Merit
COMP-1742,PNR-1751,08-04-2024,56921,63182,Promotion
COMP-1743,PNR-1751,27-03-2025,63182,70132,Promotion
COMP-1744,PNR-1752,12-02-2026,121944,137796,Merit
COMP-1745,PNR-1753,23-01-2023,50451,57514,Promotion
COMP-1746,PNR-1753,19-12-2023,57514,65565,Promotion
COMP-1747,PNR-1754,30-12-2025,132058,138660,Promotion
COMP-1748,PNR-1755,03-04-2019,92081,99447,Merit
COMP-1749,PNR-1755,10-02-2020,99447,108397,Promotion
COMP-1750,PNR-1755,05-02-2021,108397,113816,Promotion
COMP-1751,PNR-1755,10-02-2022,113816,119506,Merit
COMP-1752,PNR-1756,27-04-2023,58792,64083,Promotion
COMP-1753,PNR-1756,07-05-2024,64083,67287,Promotion
COMP-1754,PNR-1756,23-04-2025,67287,75361,Merit
COMP-1755,PNR-1757,29-04-2019,47778,54466,Merit
COMP-1756,PNR-1757,15-05-2020,54466,62091,Promotion
COMP-1757,PNR-1758,28-12-2022,57968,62605,Merit
COMP-1758,PNR-1758,22-12-2023,62605,71369,Merit
COMP-1759,PNR-1758,05-01-2025,71369,77078,Promotion
COMP-1760,PNR-1759,29-07-2021,57263,64707,Promotion
COMP-1761,PNR-1759,19-06-2022,64707,68589,Promotion
COMP-1762,PNR-1759,14-05-2023,68589,76133,Promotion
COMP-1763,PNR-1760,13-10-2020,64370,68232,Merit
COMP-1764,PNR-1760,21-08-2021,68232,73690,Promotion
COMP-1765,PNR-1760,03-08-2022,73690,81059,Promotion
COMP-1766,PNR-1761,12-02-2024,54575,62761,Promotion
COMP-1767,PNR-1761,09-12-2024,62761,71547,Merit
COMP-1768,PNR-1762,08-02-2023,121041,128303,Promotion
COMP-1769,PNR-1762,03-01-2024,128303,147548,Promotion
COMP-1770,PNR-1762,23-12-2024,147548,159351,Merit
COMP-1771,PNR-1763,29-09-2023,52816,56513,Promotion
COMP-1772,PNR-1763,24-08-2024,56513,62729,Merit
COMP-1773,PNR-1763,16-07-2025,62729,71511,Merit
COMP-1774,PNR-1765,15-10-2022,44423,47976,Merit
COMP-1775,PNR-1765,12-10-2023,47976,52773,Promotion
COMP-1776,PNR-1765,17-09-2024,52773,58578,Merit
COMP-1777,PNR-1766,20-12-2024,117969,129765,Promotion
COMP-1778,PNR-1766,11-11-2025,129765,141443,Merit
COMP-1779,PNR-1767,19-05-2025,61174,69738,Merit
COMP-1780,PNR-1767,16-03-2026,69738,77409,Merit
COMP-1781,PNR-1768,14-10-2024,54374,58723,Merit
COMP-1782,PNR-1768,12-10-2025,58723,66944,Promotion
COMP-1783,PNR-1769,30-08-2025,133515,149536,Merit
COMP-1784,PNR-1770,07-10-2022,101922,117210,Promotion
COMP-1785,PNR-1770,05-10-2023,117210,128931,Promotion
COMP-1786,PNR-1771,25-08-2024,130189,143207,Promotion
COMP-1787,PNR-1771,29-08-2025,143207,154663,Merit
COMP-1788,PNR-1772,17-05-2022,55343,58663,Promotion
COMP-1789,PNR-1772,21-03-2023,58663,63942,Promotion
COMP-1790,PNR-1772,22-01-2024,63942,67778,Promotion
COMP-1791,PNR-1772,23-12-2024,67778,73200,Promotion
COMP-1792,PNR-1773,05-01-2023,47536,54191,Promotion
COMP-1793,PNR-1773,23-12-2023,54191,61235,Promotion
COMP-1794,PNR-1774,15-07-2021,52914,58205,Promotion
COMP-1795,PNR-1774,05-08-2022,58205,63443,Merit
COMP-1796,PNR-1774,08-06-2023,63443,66615,Merit
COMP-1797,PNR-1775,30-01-2021,109258,119091,Merit
COMP-1798,PNR-1775,19-01-2022,119091,134572,Promotion
COMP-1799,PNR-1775,26-11-2022,134572,148029,Merit
COMP-1800,PNR-1778,29-03-2021,56359,61431,Merit
COMP-1801,PNR-1778,27-02-2022,61431,68188,Promotion
COMP-1802,PNR-1778,11-03-2023,68188,72961,Promotion
